,0,1
0,987107.3628304803,287838.976340495
1,531376.799516667,407017.6991106581
2,357738.04806609126,-55695.257186410876
3,561209.6077183196,-51075.55291406284
4,890983.2443853053,269107.36886836425
5,896987.0023170452,294550.13056430453
6,290974.3477948673,-290812.8733304342
7,826851.3215206487,173521.41824280587
8,-190775.6939296274,-49021.865959509945
9,284299.4841668446,-107996.23424329727
10,923395.7255926102,272025.98963051167
11,-2536330.7314718277,-1533865.7445250712
12,829368.2402728598,271218.2069092412
13,-21950.209781233785,-70232.00753727781
14,866540.7522119883,226571.67711716314
15,783961.5076262214,232375.17094789815
16,-2194418.9860880547,452207.64804635855
17,965722.7379472364,293021.34497220005
18,-1562995.3164143574,-810604.3753364787
19,846187.5674763888,381936.1408973419
20,73437.2953134185,-519796.92364558985
21,-5096332.72067688,-74669.11261677895
22,690633.9269742722,24303.732239285615
23,589869.1330510873,-12505.375814013
24,-705549.0661318821,595158.1092508647
25,-425324.3389550869,-18821.913540340705
26,483664.7344855136,147865.0786412426
27,684996.599421497,206298.66912461785
28,900117.840522917,303983.4036056361
29,637331.0400832088,145010.82843398748
30,253869.66123565295,-179165.64626528864
31,412760.19262494595,99869.85678999592
32,670285.8581266232,339916.704762898
33,-2013399.9354934294,137880.25090979662
34,968705.2659590911,317885.37102535175
35,990402.8794017157,307300.98136260285
36,689659.9886773095,330971.5571569504
37,-27489301.826005608,-18210208.740958687
38,120871.63346823197,406367.20887044986
39,959501.5293461707,262729.1892919295
40,499583.49074233347,30626.66383986528
41,922807.408605197,359688.7045111226
42,508512.6484688483,-74934.48859072244
43,-6202711.93479999,-2165115.3628277415
44,830472.1155114848,242478.2230488969
45,793245.1350061132,92315.27334685784
46,809662.8594901835,324645.7561157546
47,-296277.4363170024,-36541.87111762745
48,626331.1743959647,308586.61977519357
49,890752.1502385247,249123.91345879989
50,817441.3104866596,259130.11921241658
51,745022.9883885011,114065.60296868636
52,896471.7380674026,283713.46039378305
53,869635.4822749377,328871.21354475897
54,687369.5194138308,279666.14932821895
55,962481.2803389276,304631.47786663385
56,3732.677886826671,192153.07646184406
57,854426.9152648876,343715.87251631776
58,733854.2441176337,325887.33839460154
59,-1015623.7722190481,652900.4433781732
60,753095.5087157136,119866.02602407966
61,531137.7961114243,305757.6452510896
62,-195628.84169048353,185923.3689652322
63,922893.3231618624,284962.66293751495
64,-875527.0889597664,-126141.83047313434
65,754105.0764159468,289907.0851158041
66,734689.9201735947,222938.71595386908
67,701824.2260069116,197290.82243166488
68,358195.3798992766,172080.7467213301
69,296406.5268022176,13952.46654024999
70,655101.228968342,304645.2815923991
