,0,1
71,-6913580.318757372,-1047819.7234948344
72,989135.2683995711,333446.5303519794
73,578352.6340467869,466646.7475663222
74,952688.2341508566,283459.82187913725
75,-37765936.06333882,-10163136.085860914
76,-7509306.417993337,-2610122.802126663
77,987516.9296685297,293514.09768250555
78,427405.2143606448,339724.22631458216
79,283220.4989714032,-88573.68446283803
80,588875.3656437872,9592.445600262743
81,892865.0933769294,263394.20378201484
82,-6744981.43870387,-2987768.9479616415
83,379717.3340526268,-68640.0790906515
84,667558.4348318195,454652.3785903689
85,-110106.46533256049,265998.7176813681
86,34514.89573296823,483361.4119185478
87,457790.60663701774,321066.4629106365
88,-1448360.2623034113,-688053.3241179124
89,772166.9154646301,265657.8191282905
90,-664930.0438301383,127053.56763902625
91,877163.4734639365,268546.26120233844
92,868061.2605889384,352873.3587657081
93,-2113449.136636914,-105721.63096196986
94,920847.1726246811,286849.4017931323
95,-446617.95938449353,193258.47387982754
96,854735.5718315901,338448.12992464553
97,525933.8314501514,348193.6787750149
98,-2560380.596180644,-2121284.950921006
99,600397.8322059002,-50029.31931411758
100,699146.4123117398,336628.41286975
101,-393015.5918373856,143994.47388618527
102,910293.7188123325,324332.4280779705
103,-1345969.0180088778,-156455.09028183896
104,731644.2558643045,267008.0923727277
105,714345.4105553579,276157.66801769263
106,610788.1753546256,134177.8569093372
107,541747.4082710784,229556.8641942946
108,378167.61210911523,19752.901368168543
109,678872.5920190301,309632.0279872607
110,-6824287.3945668,-509395.75116787804
111,-4504654.178454985,-1790026.002857464
112,804192.4015116715,349705.40426157287
113,979348.3275973262,309883.43190052337
114,-39383481.67519325,-11046602.910992045
115,-5787579.904671345,-2533804.724864006
116,18739.676589688333,360435.73370500444
117,866949.8359875891,252306.13708782574
118,-907513.3702979023,53059.20426451433
119,757332.7105479803,132400.0450865778
120,893605.4063050621,324291.147600996
121,-6163481.072302808,-5805021.532582069
122,-1990048.0791392648,92431.51070479598
123,513022.27570396086,248899.22490131628
124,930489.5739847705,320506.43552030955
125,4876.286318215254,236411.75548493644
126,1044884.5774151043,339563.4052669449
127,1039005.6185193225,336369.65188980044
128,1039826.6292214543,346853.4129353045
129,1042611.9744296039,346296.128540366
130,1047418.9499951493,341791.6477997287
131,1024726.8459236785,315558.20715920115
132,1036671.8914403018,334547.1297938204
133,1036921.8764405428,345255.3096340459
134,995907.9263261217,341690.51426195103
135,1048349.6716331927,342374.94599920785
136,962923.6701352303,277092.2919882669
137,1045704.3949295485,345122.11256919906
138,1036513.6268396708,345774.4646320996
139,1045110.8122087098,343414.72774466535
140,1044728.1078679328,339633.1957442631
141,1003533.2144395084,329675.1469987705
142,1048695.2466691218,343156.4571905628
143,994448.4690597025,313272.4042020103
144,1045298.1344769539,341366.1704477485
145,1030532.812898648,334995.26712356345
146,1003878.5847408966,326384.7519523118
147,1039523.6096603074,346903.1418689395
148,1045829.7252219793,341844.4667826386
149,1032892.8240780982,331670.53527694277
150,1024645.0934267618,332225.95367982256
151,1025791.956828346,325381.35917556763
152,1043378.4725195715,342407.525916831
153,1044315.7789858885,338447.1592032658
154,1041557.5073885481,336675.5176216161
155,1037019.7309483773,329035.24975640426
156,1006853.2031898223,302100.454397804
157,1045657.2363780433,342712.09395397507
158,1014138.0122458675,336838.74911699427
159,1044206.443786459,337917.07524741045
160,1048288.0892755996,344172.1112988049
161,1048762.6414182258,343554.8058346198
162,419792.5307708729,168743.20626858732
163,1037765.7537829558,339409.08330389304
164,1047748.7093980481,344384.7783223555
165,1032680.9557401414,330933.73159847775
166,1048395.6483859702,342193.01539605134
167,1038812.5404355206,346917.77948349825
168,803550.9994422562,273121.10770278686
169,1044848.5715755486,341996.31091488904
170,1030741.1123024932,336023.9594927602
171,1042248.0313918251,339329.22049999743
172,1036308.9993786254,345239.1252377591
173,1029173.109504408,334154.1171577301
174,1048492.112094039,342765.0615935277
175,1042423.9703851449,346233.2099900367
176,1036191.1886333204,343522.5565442531
177,1047167.6839268912,342976.58157745964
178,1045764.6789047994,343814.65404276684
179,1035855.1387617007,341638.9668578082
180,1045761.419175007,342069.7992785129
181,1040934.1449256748,346451.7873994691
182,1045393.3410986605,341310.2965387635
183,1044228.9604463078,345537.3532548814
184,1012952.0977350017,332953.7551596921
185,1031147.6990511209,350719.2615809667
186,1043099.2283044133,344435.0492612834
187,1040875.8177756378,341071.40899318806
188,1041627.1517671762,346097.7437328263
189,992471.7157356832,325028.6747862806
190,1034160.3550123696,341743.7653931837
191,1040124.4415783198,339971.20493935
192,1045947.1175073858,340516.02571376634
193,1024464.4654164489,338978.1389212341
194,1030559.853014823,321948.15777047706
195,1038752.3005620115,341711.1926648261
196,911499.9441042313,341580.2109927274
197,1046594.0999409057,343110.4877325003
198,1044211.9476232725,342937.51940446347
199,1046247.0901614081,344213.23120419483
200,-186241.30281170437,-326997.0228727458
201,760072.6156386564,253032.4908776034
202,1045995.1876716088,345120.4454542627
203,1024445.739800691,335104.75948135136
204,1024445.8398881828,336582.60793712345
205,1004188.0730699212,359707.62242972635
206,1043989.6021174673,343825.7256193527
207,861433.0146487416,287010.2027405244
208,1031758.5916161062,343365.05237293907
209,1015878.0931206848,354177.24615267257
210,1020818.1578086251,350149.8973075716
211,1018645.5097205081,344971.2050731936
212,1026083.3985348949,342702.73461088544
213,810178.9696753642,363259.9221906099
214,1034612.0317637213,348785.6899757551
215,1015777.5891465513,349398.53586625593
216,1037956.8471980512,345440.8663441147
217,1044371.4270415553,344454.8531487421
218,970007.7274416157,338627.20361831214
219,1045209.3053172968,341957.7056739313
220,1045468.3516924694,344476.3086916957
221,1039272.0877443294,342432.357716537
222,1044972.1009208857,345016.96709316375
223,718070.9515304983,443446.70487780444
224,1024244.0070316591,353243.7945657455
225,1044817.3536276065,343976.4260356101
226,1036759.6422866575,344194.7902456721
227,1046394.4007363034,344870.0112644442
228,990708.2251156173,331733.16304804693
229,1037314.2162903353,341784.99161964696
230,1038146.9916148874,340081.8305237819
231,1041999.2617054849,341749.6347188876
232,1035558.597178091,338621.66579787293
233,1031669.7600789308,334111.43068199186
234,1028838.7324144553,346970.0015053309
235,799995.7550619859,397264.77002758416
236,974350.8341851461,344747.0065477169
237,1044230.919258665,342471.9323981366
238,1045987.9949298691,344396.9650647589
239,-553499.693412575,746035.7224712392
240,863572.4111401974,292352.33608795074
241,1014950.2209370666,346401.23584212555
242,1033053.9420926375,348564.474387586
243,1009624.5055230797,354201.22851631144
244,1028583.5618871303,339328.27946592396
245,1046068.4111311585,343482.2722283975
246,747710.0554226534,435130.096472441
247,967909.2121254759,340668.55271240714
248,1033082.2807533985,333168.7320610497
249,1040204.9893076438,342439.3031600142
